pos_1,pos_2,pos_3,pos_4,pos_5,pos_6,pos_7,pos_8,fit1,fit2,fit3,predicted_label
441.9902400347385,118.40825560010866,162.7515382566294,191.000646075619,139.25327318484392,240.88601678956607,130.50331474906275,4.0,3411.1996447264864,759234.7873782109,5826577.603248501,1
256.13102479546023,485.3635279389893,392.2510534134327,451.1182919188514,374.702356095736,235.48871299536967,106.14627704602265,7.0,6090.364810546379,1187364.8319738288,5181919.727336543,10
103.09986398505666,175.34938878245177,485.5762859957405,191.96156231350784,331.47534789201893,450.4451399816049,202.12324691250228,5.0,8262.646459920155,1552355.8086864422,4035436.740802043,14
268.8617084287836,474.6303401087561,459.4053451744993,183.6902281435801,430.2596011760828,154.9455932807337,269.0753450938975,9.0,8613.414645950457,1124045.9886322413,4572782.9250037065,15
215.5315933425861,355.6951945007483,208.11507436131512,148.79848039118784,220.59780537069224,372.5334756176075,189.9759475939549,3.0,4598.208704974485,1183945.4347355657,4453189.1346388655,11
456.9104599699137,136.12710550671966,160.45345510299538,357.90296176109075,160.64730546746028,164.82904340423033,343.29091812873264,9.0,5557.967876300187,641472.1671111981,6557699.69826638,1
162.4679909334748,211.4455493555204,426.2063993982072,246.06109972467297,227.746559819726,340.1430659738836,284.0703068287621,2.0,8343.166379007767,1130132.355413235,5623035.495170381,14
113.6168499466411,204.49272226155728,207.67520596198383,253.6067119032593,278.9170375702786,457.34109736239367,455.9067472310207,2.0,7312.159796175842,1468585.2851131298,4457725.161690624,4
154.69248399792048,434.3565338978722,319.28899778871926,228.7648393649166,147.68407204942878,471.7641501986541,318.9663898123096,6.0,7335.842283999316,1253622.1925475672,4468357.75233424,11
371.87733559191656,101.54117784375528,448.52660587672455,140.13409551101913,134.53053832915788,130.65536536677325,261.05941103529574,9.0,8392.633868610628,521892.544336058,7071006.94603845,19
451.320826873872,437.0088848243997,241.8419860862141,151.5854990480916,424.3369067402389,234.5820226004157,477.9547118028047,4.0,7973.579533320134,1277497.270133264,2976365.8388270503,21
290.4821092091022,164.00834515099837,250.765917060002,319.7655295990072,341.58629206912985,125.7554434249602,160.47451818832457,2.0,4840.705011267222,898075.2159546688,6414711.226434911,0
278.7062283148901,350.0472004931725,168.82189706792127,376.598134374274,150.74446390496803,307.701642121682,275.4157530688601,2.0,4970.612346884684,919198.1247576922,6076377.799487935,5
306.9197214490612,343.3193366277261,171.82002572374034,430.1522979970405,239.6972424725479,117.55160686053684,312.5494603751722,9.0,5388.617342038731,690954.2821279273,6578887.77002048,0
254.5658288841101,149.10314410665518,306.5852173111164,201.0537509521897,276.1059132672235,432.8075271994453,474.220408060171,10.0,8761.469035849224,1412477.0668371017,3957894.775734678,3
450.3058373519895,319.0832253332199,279.32104228562133,361.4517324913002,274.9239149787883,130.16507594697754,280.9771478196631,3.0,6437.378774116678,782833.2699337291,5677023.250228671,18
235.8547813493455,216.88232373198264,216.9610344119849,370.77969861370326,194.619682840495,488.40719700707496,207.3078314097509,6.0,4888.322968060514,1375702.7746533316,4573140.91887278,7
287.41573721440955,177.08610401833602,480.7987396498586,114.60817383202388,184.1659710751017,420.3703977123412,150.32300508794515,3.0,7671.948791970761,1215143.5106468042,4193468.756963086,14
442.77331725312064,446.6849360156753,417.3305113823734,269.1018366081684,273.47517203883297,294.2420671664578,107.64276520026957,2.0,6425.665239435818,1120294.5076532878,3934172.212819598,18
224.25538685989164,481.978366730616,462.9528966990379,201.3742656163608,259.8642113615895,442.2473560945561,486.3239665102997,4.0,10880.390089769313,1401742.2058087448,3405115.1612380645,16
126.16335536667474,182.97562292030625,331.38042591729084,362.2977704309768,251.6455570917385,303.3137806841369,419.9716164464384,10.0,8523.058886422312,1098370.542180773,6448787.350263084,13
415.19559502474215,394.4125394525348,458.3444866412871,304.6957460134697,185.9690112552809,101.41517436319778,449.4034943472979,6.0,10444.019689123545,557249.7982107912,6335441.999838655,22
383.18130382185,389.20793983579614,312.7884252376623,271.5196790493522,493.74190141814535,273.57788585800483,236.9012580028572,4.0,6413.65357604264,1488444.811978659,2976929.6196460063,15
471.5074307581506,291.9186347817579,340.44718889526763,143.0782474490345,139.24201126953903,352.1049300383307,429.9049140843492,7.0,8740.328182789635,989792.8249429172,4111760.808339709,17
480.3596245575322,237.493576027648,306.6360559437629,490.3843918104019,435.3150939571949,308.967995959474,130.10871303899577,2.0,5243.030746454687,1452798.1767361048,3715304.569476416,0
444.9153386249847,239.0044581511734,314.0825002545397,488.4351541154288,175.8909991293691,428.55322872851633,155.4310909363794,10.0,5597.003614849942,1216668.0512556056,4624415.965358883,7
150.47610596544504,160.23484499863386,395.500904647286,495.4871821258697,461.1591709491727,489.8277693281275,203.35239407061408,6.0,7125.91712023826,1875978.605261868,3641272.6130219377,8
339.3845394296219,107.72449777282569,128.23193686455903,239.9336330033004,121.90403522014336,243.0058588924111,180.2510922265133,4.0,3479.5032985022594,731258.0478922041,6625000.304853649,1
261.3052563511286,485.4710172272887,263.1334252236796,311.73647246904306,455.1214257999024,399.3209850172397,328.82041371609944,7.0,6720.10917124335,1677074.2321095313,2619903.64160066,16
291.88127930916545,112.07840006320384,360.5534515579353,293.0686360880991,209.254525888504,408.82204926765166,165.2954040199549,1.0,6290.818903638111,1238013.7073063543,4882568.443773816,7
313.71430164565106,381.4269006351536,367.5976997242649,279.8377299810671,469.0503074918219,105.30622478391756,416.7617897443085,10.0,8952.340589573516,1093512.4529650132,5089247.851570378,23
393.496487101466,384.8032932206346,275.4255174373508,445.9077860563241,171.30148659172352,140.93035575040244,429.3765143769368,6.0,7905.293083814453,611804.8313435114,6366541.463680458,22
160.66164671007112,110.1042506257183,431.5205038471781,288.6750317787847,427.6391819587468,187.57446050060545,280.9844748692402,2.0,8379.413143587512,1186802.7683433222,5987223.4363681255,13
149.281106396195,443.24555869436,122.07521360384068,464.0296168621268,157.44552502216132,219.34930845415,133.33045674913868,7.0,2921.109992218915,748529.4425154263,7134244.226746372,5
431.9319433659652,216.29495263640743,200.96107911142548,365.3041306811679,461.3639666614776,110.19512653681709,128.83540558360448,9.0,3881.669840248768,1089306.3344505464,4988165.211347595,0
264.2714655386375,206.07267501729325,182.5842690324405,472.0860898512725,260.8723806063504,460.7023047645653,358.1196176007168,6.0,5991.988626068824,1441884.5757637275,4608722.504331224,3
273.8074135016544,483.3521164691806,393.7762452702448,149.88881949811463,403.6097476576144,295.0156938690897,258.2600083792209,6.0,7665.428962367598,1364713.8924885644,3306909.730133221,15
419.8774651788488,382.98366714860106,379.5728171120333,205.83010146820672,149.59069325605986,239.85673780749696,192.47103867169176,9.0,6811.406695398326,776389.2715551477,5343658.824616753,19
158.2667852270807,262.4921475995272,194.5128293561141,426.15623717395965,157.02046198557093,405.3207082427309,143.3215242272883,2.0,3947.538151927403,1133292.231938538,6079195.901163299,6
319.69967687302665,315.5277404056626,499.8470123038496,472.8845557191713,312.4481875191719,156.20456598397357,491.04229381778055,2.0,11399.38575259519,906834.1303263924,5979282.119675049,23
418.8523943104866,177.5194196386797,264.22849401320786,138.24951374269054,199.48775047878647,232.03706854042144,166.83400869426475,5.0,5077.514004642862,853279.4543613723,5271696.413322521,1
303.7841214155075,290.5067432822834,274.5404273568756,231.8382029982895,223.86856246828944,109.20858544573618,223.5821329015504,8.0,5789.426539421797,644123.1126845537,6838835.847955332,1
371.3468735613116,356.211080040562,367.4558641384281,273.68105301938607,425.9120529520778,189.13134965312585,236.56888320307868,6.0,7107.773075497286,1186807.8954629002,4376599.4757428365,24
166.54300633460093,467.7507886317673,273.96033401906146,323.104304888321,100.82879197254115,157.69805187944638,185.48939236259577,6.0,5392.466362430755,515074.0275221812,7610390.529803199,5
134.7220206349965,368.29056076663215,197.6614000123353,300.4035803480597,105.6133724118264,462.1639078222523,109.91081273785306,5.0,3646.034298883186,1155220.093012654,5351676.894017436,6
304.34223694420257,188.4709158641504,126.92594480795348,187.626829245005,310.5002707072954,220.60237885404047,491.5353708824841,8.0,6646.214389881404,1036709.096947364,5295309.414907978,4
329.2955172375358,362.4470382866632,238.44535449568457,264.97534669552147,100.2163583325054,156.20847825534057,425.6993164508367,4.0,7395.846713193567,510843.1158045054,7071135.555245846,22
338.8090786716384,284.2667422720556,108.72380991892516,278.99611915285016,371.592341998337,423.373872416639,471.48106043697294,6.0,6208.880709962223,1571085.431382043,2941419.4193843743,3
311.45162749080544,477.0306056867378,279.46038397674573,310.1148066987024,404.7658055534989,348.9358190744196,438.6074631786437,1.0,8051.176246924225,1478658.161371419,3211937.15352191,16
482.56268010558745,370.5491507239534,414.0781763890247,393.4781066653806,347.5549052656993,243.30682320137424,478.7001181363168,9.0,10178.816676941056,1152919.4524981943,4302765.603917887,23
274.37260663805944,292.4848935409874,209.66353689459976,416.231554818462,127.12894343655744,364.8385257604335,336.89145913285927,5.0,6120.409746104277,993590.5845860862,6008194.785332236,2
230.5855486031208,352.78016812526965,380.0853904746628,178.30161884253752,193.39713078771777,259.4247519178326,278.863465066839,4.0,7701.4461309772705,898695.2340703423,5731425.78195405,19
460.5690036746589,382.5541627550969,396.76346617240176,350.5953237654808,225.4936495351196,351.37142940800425,274.98572672489684,6.0,7874.590780612482,1149207.338243146,4099632.37049885,17
150.31145152891298,221.2508517544648,212.6277479719754,128.68418194759766,389.2865739156394,490.64457629630425,184.2888414563852,9.0,4597.627621208088,1549394.0942422575,3526382.213894298,9
415.5599164424567,348.6834867629905,421.0646078036128,247.4498149273905,125.08912011322607,139.6789190658994,153.75122088372353,3.0,6944.841685159288,522983.6224442149,6610982.737860823,19
261.6181381447266,205.2321690261768,338.16612682319766,246.50758094227152,140.4180561527458,253.0594735860406,295.87257724418475,2.0,7340.530541053873,786646.1432527878,6586806.403007948,19
195.4794004493135,350.6824271106384,395.025084423474,263.5493502516114,426.8228171462168,380.661577209473,268.539993194445,3.0,7786.492405013298,1585587.7399272025,3427583.08649008,10
222.5320510863899,298.1321529134502,306.283717023802,474.3397547142384,158.94636419758692,339.9501688924381,189.55125771598,1.0,5846.4292883636745,1001359.532176962,6454243.192691071,7
347.4344721050236,448.2151043920247,368.33919003476257,152.79693075493563,271.35437812576583,232.1382915776943,473.72833584167824,8.0,9544.374626860435,987583.8131563356,4566472.479537922,21
198.4590851236913,441.4705159875468,176.29087493558484,156.4026746358212,355.54372926047853,136.18552919905716,447.8225731039102,7.0,6829.044045170872,945741.7726878062,5595643.682217475,21
293.73556090895624,233.47871896442268,116.50665029018992,226.70974367625809,418.2435613868535,319.2391324456525,367.7253159659688,3.0,5247.11757234901,1442238.8657068582,3707847.3491179296,4
172.42299976807263,360.481154660336,185.10641480859675,366.6760774504759,276.1506886076108,249.0537405214977,473.5890596397145,6.0,7205.027336247909,1031602.2617082176,6179255.395227489,22
252.90896499695924,421.991507270038,164.59850113295045,488.5776293564176,434.20144713470495,178.79561708947233,228.2118007535396,6.0,4433.9895914541485,1180846.8695296063,5248294.791094931,0
459.0391760193206,158.02023556535315,242.63016891290985,285.7900750337911,125.58279229387884,489.60069884776647,219.5431769737083,4.0,5340.969081152771,1249362.589336571,3803465.233021181,2
387.76005850069896,226.5586741421884,496.4008778545339,115.25409182130744,287.6867247860644,460.17676983251033,178.51975413039224,1.0,8159.37764725037,1466338.305229091,2607706.394865258,14
219.12400887570868,432.0487804699701,100.0748312081873,337.7733136807784,116.25046172309706,482.5901890948073,425.2151796395653,5.0,5625.383858169548,1217415.391551174,4680400.193325555,11
453.79621485839385,153.47296306339115,458.87811180433135,444.2536767936884,392.2901506962031,122.3996326660381,244.48932978504533,2.0,8355.256577740482,985725.2648244046,5370879.92154635,24
382.2198461010064,164.8379215906434,445.0673396572657,103.3760276252254,230.8782562819124,101.20155930988446,390.22216001218936,3.0,9669.389661053556,640602.1935925769,6336900.220374046,19
389.1935855190341,253.2002173995606,445.5526927400292,119.61460468047318,449.8600938718816,200.0641175308197,429.34341394720167,6.0,10075.659196223629,1039070.8265942796,4517152.921309728,24
382.48474591158015,445.3832683976545,370.6241329488184,490.61867334608655,177.47922509527615,136.38279292527324,424.3992424081308,7.0,9069.060822680703,613903.7428134264,6271407.826396805,22
353.4752682129495,336.2811145424885,487.8481104551144,244.9654356463415,403.0457389410436,104.85555851861238,255.5140885805984,10.0,8837.639258615798,969421.527296179,5343850.635784392,24
432.0981175329194,112.91131908488552,479.7454294022752,171.4976684195399,439.5087021698541,198.99478123380425,318.3779442431779,10.0,9377.13713912268,1232626.4776587312,4063344.094094644,24
391.5724486894049,237.6623687413785,195.2585767226276,165.39157048269945,300.2347710499258,315.93439357958255,421.32498325270745,1.0,6800.078935322784,1215197.239375932,3880538.77162226,4
185.4193118621237,195.47200839767805,319.0316969687412,259.5895779008176,299.31851075185443,395.23457541550704,365.8199848314863,3.0,7811.711502217639,1377892.74459312,4578671.064606741,8
440.6068616325664,268.36964994328895,108.99409461317316,402.5925260204323,146.4496856375659,254.75072721935587,367.3419209473345,8.0,5147.341757657353,801406.7471084298,6020499.728813766,2
445.95081169962594,429.7749716416528,461.5605073142637,357.5286667276375,135.91176816327302,117.49060771248966,249.11977393685305,3.0,8436.835705122905,497176.5778900809,6326258.66791543,18
265.3104602007455,337.90558584576723,234.51476435812947,189.93617677989496,478.0964832776706,161.3327183221452,374.1661210113182,1.0,6818.686590450628,1226545.657843584,4513247.330244513,21
132.6899769149349,129.1127971990904,105.20945156606358,205.48766534195929,479.0276381689447,498.7123620811233,192.66189911968127,10.0,3312.6725254329604,1773429.6085094395,3231026.901064548,9
142.32094087006675,180.57378967757785,403.6427132589079,405.542293714033,360.6328823489132,483.2081690713211,288.2285335890976,3.0,8097.793865447997,1674684.8586356852,4092851.1284792856,8
280.700780180675,211.24058994181976,293.9980674608662,163.15585474467937,258.8337566895215,245.3127038241386,490.8622562239973,4.0,8771.0549930765,991535.0275001128,5412278.992463313,4
346.414369076061,150.0426282336524,303.7105648111717,398.17863588278135,333.2439600930236,475.6365298431971,244.74641525928573,8.0,6378.055536000053,1607882.893929268,3414491.867843982,8
140.378347154917,233.1775404016097,286.9885362858238,363.5078005550275,434.072953564835,495.2091637948533,388.4462527623682,6.0,7634.252439882794,1836595.6809770137,3203130.715417068,8
273.3614839974828,251.7002999913184,437.08081150283726,368.95302561084776,204.70616243339444,401.78900891616,353.5036445011374,3.0,9191.98214588402,1214946.1076460604,5038741.701676046,12
246.0454160878729,342.8273478868294,125.35201384346752,152.94320751527312,493.0756762164548,175.42892024908804,358.2785667379835,7.0,5263.370299838023,1161947.271134606,4691038.9843984535,20
240.26558263024788,137.4077050404358,263.1146785789818,125.6165173168025,230.7384272154636,329.21322090154183,328.69593718504404,7.0,6718.597007446389,1113055.0661458434,5058226.627940866,4
134.10913117357163,105.24728378356536,171.7337798442456,210.1146456000841,389.10540981198073,480.9417979314864,173.46808313195197,8.0,3965.189597915927,1704070.4757647575,3496556.080455189,9
314.93187828995485,168.32066682245494,191.41474511581896,137.41505909906658,427.8512086629447,279.48931820306603,446.7394236866152,5.0,7010.937208441503,1296640.0809931185,4037372.504826979,4
369.0797422130431,109.88996173543896,107.46348027797752,173.89569762022307,182.1737394240577,189.89531557930087,212.52718576085155,5.0,3544.586377553216,733605.3051756294,6300416.712204491,1
309.73243540040585,218.73427750344368,323.837430918717,351.06473379688487,444.1464000624097,341.88947918264535,492.7270469215108,10.0,9170.85498730135,1537529.1531896975,3717743.726436416,3
492.9686545530056,499.15721156062045,177.72668524164328,209.062675742752,417.81249464719895,171.22355093287712,358.10214596517767,3.0,5929.830554975648,1134568.643306257,3470766.94530384,20
101.86653809547217,234.26218844520227,411.3364360250865,266.000705134102,303.58664576127404,472.7070356071748,451.7043441598266,10.0,9867.759439256715,1546472.47681398,4175851.135004515,8
499.54817027500906,310.7568935214398,449.2703511182804,177.6938886142957,318.1880698867008,269.8126506614121,436.1122668522685,1.0,10192.316174397876,1153076.3431915918,3541821.711594744,24
326.7374644268993,450.3030716965709,499.50284023157263,214.19170750082185,496.61799701844376,206.11780483356307,137.48440094177354,4.0,7779.305070542833,1353953.0212577332,3509234.574381761,15
129.5409836656442,134.70806787719724,370.73138059229854,309.76530982579806,484.16771447199386,334.00086137402303,168.1114659299805,5.0,6449.480902372819,1595849.440879645,4403619.23710071,9
256.5188499919775,398.4068766894487,246.641487415241,394.8542345782563,292.8202401106713,469.2170736443049,347.029785749848,1.0,6695.903159316067,1519148.2666972044,3641030.5689086393,11
194.25319303425613,343.211280378726,352.66298221352645,376.98721653027314,255.74246114581044,487.0053579296142,348.2945057878977,4.0,8061.597574197785,1486844.2514625427,4098311.6478677504,12
365.5546469886032,380.7100355535576,277.5949633279022,133.85255073853745,404.7909246764368,477.0873886897115,319.8575584414868,7.0,6812.968967884919,1570457.58685736,2092748.279243648,16
115.47899472732696,126.06479399327137,195.99605147067072,306.879507787718,457.4904340052363,134.0446480391182,404.7363992674921,5.0,6639.84406303884,1131523.615316347,6517931.956434503,4
305.59347687638785,278.7400626576885,141.8187327739528,209.6493881238165,465.9871572179365,433.2583255290737,179.2823767446145,3.0,3642.95472964245,1767699.7013139017,2095316.860202421,9
245.32700690968937,143.9561608469694,225.0076288933216,154.83232455192945,226.8193928920273,354.1171629639508,385.59528123364817,5.0,6814.263404326863,1157373.4710662286,4923604.478213982,4
274.9904695004524,433.2557186966476,146.7596798608409,118.6836243686507,370.0917951238318,199.18664881296087,416.51794418740445,2.0,6132.10710408798,1032392.6443384336,4696190.13486126,21
117.29262813254228,143.21849735800606,237.07418643946545,285.3448503880072,115.50215209719784,230.37744406299137,120.33066374177297,5.0,4255.473560084621,693131.6725864336,7941441.157080492,6
171.32617882550068,126.00610490855684,353.8467820673864,379.670180924204,207.3169377839464,231.0769519093852,106.63241366248111,7.0,5605.324493624794,865897.2645709763,7377093.344802462,6
408.47752884573714,118.77308713055336,268.2536938849201,456.38492438154464,171.7452701677954,364.06445008737023,265.8282171248793,5.0,6141.2452904611055,1075234.4826216542,5574275.443011719,2
271.7917463605673,418.1054267715378,431.3505922286526,446.87526023573577,291.9425999757388,418.9763588701095,388.1692705586274,10.0,9473.379443833634,1413351.6456520883,4181213.619069517,12
131.5968352883343,473.2085337758472,287.85394458984297,144.84218846799814,351.62992623729804,127.56598754674808,437.0330765477846,8.0,8142.171655453247,920569.0521494884,5914015.469337307,21
279.3118456139565,320.39712042592373,478.9221358806405,320.56984354996234,135.53793086419495,127.9610228604192,235.2930783744294,4.0,8516.958173726907,518186.3070350358,7322930.477403331,19
195.4103643553994,230.7409362767379,482.5877576965185,460.5014330901064,153.5483705930876,329.85008131359626,113.92768640951326,3.0,7322.575657337356,970348.02230171,6813249.633489036,7
396.73189020857205,290.9180271587983,468.4972751465913,223.61278521906573,424.0132621381496,267.1592172094655,354.98915115733325,7.0,9608.02606341853,1345032.354677179,3513554.90933958,24
431.5310827721146,406.3397546633514,161.0518019268013,243.37818994273235,336.67937551570657,114.30469982589292,347.2719938023149,10.0,5606.315168744941,865179.8168663685,5196529.147992467,20
292.7076350938472,327.77069404980216,135.04035714286076,129.54336877577083,488.9634436821592,492.39527438540006,161.39323728118748,3.0,3373.522586606041,1552729.7677955388,2597714.1661438183,9
380.4425695067933,398.2025809278157,240.3201268889708,179.31825579559995,399.4771760420713,243.24759456240471,241.33695304754644,9.0,5534.370418135581,1249677.386280198,3591814.692488818,20
191.49062047710748,490.4419577939963,346.9736712685079,395.9957746041094,401.74469301273126,324.30472609483354,282.8955828030869,1.0,7320.198375821565,1421955.9459382948,4314924.290846499,10
385.9314730494482,480.3949635952137,336.3545632360259,365.43834803219903,466.0218901517914,236.0100508309371,460.4960619386133,7.0,9000.952046844403,1358836.9617789092,3648887.431780589,23
393.762247769592,495.6284273561132,195.66058538113728,122.55201806757654,420.1707609868083,451.0442277168796,324.927695593145,6.0,5819.393382897872,1525503.6644760156,1930706.930664403,16
458.6784364003033,313.6209535410719,444.1405088965221,408.7300781942053,356.7846596697901,287.3958188733841,244.1077842961824,1.0,8163.313091990137,1261546.372472904,4121043.480128623,18
146.8995199284138,132.079003673413,379.142043345404,187.4766657784162,213.5931296340621,264.5294601669619,220.63169240461949,10.0,7093.897595845837,946961.6255399652,6458780.162885268,14
316.33769567033266,157.36748655767627,392.3309212819107,428.7617311841946,325.5998520571404,434.9033850792325,397.55321705620895,9.0,9071.481250362034,1509171.9499025766,4085747.675541345,3
186.4929267498879,117.51997597841503,396.9054664952266,484.45490746299794,134.21016483909335,126.69025625114264,438.1940087834208,9.0,9545.465717482992,513074.3016299168,8231288.629348194,13
483.464720676068,217.4020259145999,195.08403936790617,188.63480052057264,415.7345565993478,182.83682998569563,282.0107669496512,3.0,5373.143505218754,1154768.1103936662,3966564.853061506,20
285.48104237881046,462.901972017195,115.86208106933935,100.24118969540834,303.1859134832009,275.851710098953,480.724490199548,3.0,6394.488798421939,1095079.0689544715,4176704.204079905,21
449.6131339937111,160.87503686891193,201.58645934575827,127.2159500665582,174.90448542248976,151.89252224847388,320.5269842090556,10.0,5849.999177547754,641254.3583855616,6037252.829210904,1
130.953356550871,192.42591452859256,173.82765085594886,183.12292122116017,326.2557455628745,332.7198189993834,458.6398952630802,8.0,6908.239263878351,1298548.7992802851,4959082.381973792,4
231.19824814177164,312.2659483535897,480.4404632733901,228.9135961245334,189.6309831287834,305.8945243199901,332.64256015520186,10.0,9531.883573254128,988009.1866204072,5598093.96822822,19
424.7923431073356,319.8157954506324,104.50446222343156,152.28219743532316,396.170480543084,266.3895213880536,254.6142560882033,1.0,3937.238297605839,1291485.3319774566,3263187.295705778,20
311.5270082153877,137.6197245055095,387.84472961171406,341.25388157545365,369.87444930550095,257.3876445458752,212.8582513068112,7.0,7125.442085412633,1223757.4021428032,5156089.518667164,13
368.6551608957108,371.4093108708537,203.2908212853061,171.0129562428761,115.93169772594644,476.47845809530713,328.1500448781849,8.0,5949.70351820007,1204149.775476186,3551289.085226116,11
118.9420004424896,448.18224426708497,117.21923151352476,247.7389308298312,126.9109610147515,214.4453230352464,200.3519889416915,5.0,3544.552322775119,681388.6676548484,7197465.69557585,5
170.15590769222166,314.3341585212709,114.5394350534446,411.6539729346807,348.2813644190579,164.03336609289315,222.7154958559788,2.0,3739.062249885573,989925.2068259655,6452702.297084948,0
303.72832781234376,427.6219590979513,153.53614977907978,257.2690197245844,340.5855502716298,225.9833315766652,381.5984549078772,1.0,5861.463084398938,1104000.409565505,4758424.043156755,21
298.21802702136324,422.8260810837575,492.8555678088611,493.1309824551102,456.82837362039743,130.6334973394499,216.85724473809387,10.0,8506.203498836432,1123216.2924551838,5114958.807247757,23
343.8628681108351,409.4685436067866,365.9159881895833,340.6478150312282,251.74517508953667,334.2943408558841,278.9796943276389,10.0,7521.84302560359,1162785.3147585464,4537512.445436421,17
193.1299983729137,273.650200214192,401.3079127395701,388.9746063200739,169.3142812232463,211.11659175676897,272.6817437504271,6.0,7909.012888955947,753607.0490790545,7264700.741567914,13
345.54140143290465,365.2251456926076,331.056999495844,452.3115920656063,251.1367876377129,392.0076143206567,248.50448477842627,1.0,6765.409264032411,1281301.2953269775,4498762.097574754,12
